"adm1","adm2","cm_rdt_kit_quantity","cm_act_packs_quantity","cm_iv_artesunate_quantity","cm_ras_quantity"
"Abia","Umuahia North",38474.3994594951,123086.067309053,11923.965466245,953.898416548207
"Abia","Umuahia South",23977.3994103923,76707.7287543014,7431.06290303182,594.473303075106
"Abia","Umu Nneochi",28126.1733551739,89980.3535695385,8716.84872268872,697.334139167169
"Anambra","Aguata",248896.082724446,202796.740769147,19645.8874933627,1571.69225291395
"Anambra","Anambra East",102357.178625522,83399.0715818627,8079.26582613724,646.350006456178
"Anambra","Anambra West",112551.926437806,91705.5969665287,8883.95855713963,710.726295474422
"Anambra","Anaocha",191203.659064817,155789.831872961,15092.1040347002,1207.38464981658
"Anambra","Awka North",75476.3855454496,61497.0104234161,5957.50870242978,476.60714118615
"Anambra","Awka South",127588.405806445,103957.091547014,10070.8192692047,805.676436417196
"Anambra","Ayamelum",106395.655009127,86689.5606860035,8398.03119925373,671.851581154378
"Anambra","Dunukofia",64931.1386167477,52904.9036922138,5125.15034434198,410.01757207166
"Anambra","Ekwusigo",106582.004827261,86841.3956821466,8412.74017948916,673.028315485779
"Anambra","Idemili North",289955.607815321,236251.417013196,22886.801539243,1830.9688826916
"Anambra","Idemili South",139134.021614444,113364.283618522,10982.1388316611,878.582987303504
"Anambra","Ihiala",203354.743595995,165690.350646739,16051.2145076687,1284.11452524535
"Anambra","Njikoka",99831.0285638143,81340.8029518362,7879.87152727793,630.398246837364
"Anambra","Nnewi North",104573.194152358,85204.6473121709,8254.18055861196,660.343374281577
"Anambra","Nnewi South",156992.657976123,127915.228772366,12391.7582877248,991.354068752516
"Anambra","Ogbaru",150234.954282419,122409.154634252,11858.3586253967,948.681518720296
"Anambra","Onitsha North",84710.456316956,69020.7907738137,6686.37318875279,534.917088597027
"Anambra","Onitsha South",92294.2884462865,75199.9817901355,7284.98089342417,582.806352560513
"Anambra","Orumba North",116231.830788683,94703.9270347696,9174.42109103056,733.963612415811
"Anambra","Orumba South",124153.379916943,101158.284722802,9799.68550356542,783.985441846313
"Anambra","Oyi",113156.049674934,92197.8273872381,8931.64326562849,714.54112374012
"Ebonyi","Abakaliki",74572.7876818687,64493.3880954346,6247.7123132322,499.803233421943
"Ebonyi","Afikpo North",78043.2822536764,67494.8040309302,6538.47054211575,523.063251754134
"Ebonyi","Afikpo South",78488.1791317448,67879.5678021616,6575.74402738606,526.045048534301
"Ebonyi","Ebonyi",63384.6026977908,54817.419438612,5310.36555095288,424.817555603109
"Ebonyi","Ezza North",72812.1319516406,62970.7059369445,6100.20447790713,488.002931270642
"Ebonyi","Ezza South",66572.6151532886,57574.5340770324,5577.45741236916,446.184316629191
"Ebonyi","Ikwo",107098.585645555,92622.9374443823,8972.72548160588,717.798288953867
"Ebonyi","Ishielu",76016.5851652305,65742.0391693746,6368.67374695378,509.479881875387
"Ebonyi","Ivo",60463.6280100922,52291.2492362274,5065.64612862382,405.240540460756
"Ebonyi","Izzi",117914.611651002,101977.048836804,9878.89274388865,790.289675401162
"Ebonyi","Ohaozara",73892.2399378133,63904.8244767313,6190.69598525992,495.242052680948
"Ebonyi","Ohaukwu",97426.4378394863,84258.0955018453,8162.39239869673,652.973425918963
"Ebonyi","Onicha",117879.737315656,101946.888182844,9875.97097012726,790.055939931272
"Enugu","Aninri",23609.3958255557,75109.7772191406,7276.26813544902,582.094781173577
"Enugu","Awgu",34194.0297106579,108783.213800506,10538.3861003737,843.061228204882
"Enugu","Enugu East",48029.3945998206,152798.367015299,14802.3590300137,1184.1751540808
"Enugu","Enugu North",41966.9441950951,133511.583792827,12933.9497310813,1034.70412281051
"Enugu","Enugu South",34322.284186186,109191.236316433,10577.9133276018,846.223370151193
"Enugu","Ezeagu",29568.3760655646,94067.3855199789,9112.78857673934,729.014733062859
"Enugu","Igbo Etiti",36107.6211489087,114871.0200145,11128.1430136506,890.241240676803
"Enugu","Igbo Eze North",44859.4292519711,142713.59429055,13825.3955354177,1106.01897002941
"Enugu","Igbo Eze South",25540.6655834063,81253.8243745196,7871.47339626276,629.710656454313
"Enugu","Isi Uzo",25754.3652703335,81933.6781071394,7937.3343032522,634.979468643234
"Enugu","Nkanu East",26619.9096632892,84687.278707872,8204.08967186961,656.319653616041
"Enugu","Nkanu West",25544.3052374416,81265.4033918635,7872.59511487329,629.800392914951
"Enugu","Nsukka",53632.5553286685,170623.988525327,16529.2181233321,1322.32229865146
"Enugu","Oji River",22312.9857215691,70985.4415176029,6876.72264941413,550.131508527081
"Enugu","Udenu",30969.4695522795,98524.755815598,9544.59682661983,763.558997243912
"Enugu","Udi",41302.2740415138,131397.034673122,12729.1025467305,1018.31653583199
"Enugu","Uzo Uwani",22037.2385991837,70108.1931083587,6791.73911087382,543.332903342511
"Imo","Aboh Mbaise",47230.8470918053,64893.7889562976,6286.58874971714,502.921148834697
"Imo","Ahiazu Mbaise",41422.135977752,56912.7914439985,5513.42925357292,441.06912104764
"Imo","Ehime Mbano",31662.3858784185,43503.1830585872,4214.37283277106,337.145837123563
"Imo","Ezinihitte",40923.3457977642,56227.4684683025,5447.03855920562,435.757928346409
"Imo","Ideato North",37866.5888658603,52027.5747241971,5040.17366217394,403.209121738868
"Imo","Ideato South",38713.5864831172,53191.3244345065,5152.91196816566,412.228079495503
"Imo","Ihitte/Uboma",28957.2311638128,39786.3803765915,3854.30740430165,308.340943698708
"Imo","Ikeduru",36308.8698010856,49887.3147359271,4832.83587869531,386.622295335026
"Imo","Isiala Mbano",47992.7327240473,65940.5973129515,6387.99835676724,511.033821400213
"Imo","Isu",39846.9580442562,54748.5434857478,5303.76763441396,424.296389989208
"Imo","Mbaitoli",57583.7137590776,79118.3219885502,7664.5910326592,613.1600269966
"Imo","Ngor Okpala",38278.0847022431,52592.9578499902,5094.94517813957,407.590791167156
"Imo","Njaba",34792.8580338111,47804.3593426107,4631.04948045304,370.479574494922
"Imo","Nkwerre",19464.2137810504,26743.254865884,2590.75402861599,207.257869775289
"Imo","Nwangele",30963.0611924269,42542.3315943639,4121.29030357549,329.699322903656
"Imo","Obowo",28475.4148839705,39124.3790383765,3790.17599462356,303.210491633883
"Imo","Oguta",34515.2135242894,47422.883986669,4594.09403803663,367.523174085146
"Imo","Ohaji/Egbema",44348.193878536,60933.108579499,5902.89765849766,472.226224754858
"Imo","Okigwe",32177.9074742639,44211.4945055147,4282.99053633202,342.635188452108
"Imo","Orlu",34624.8164223713,47573.4751315473,4608.68256202984,368.690242194508
"Imo","Orsu",29152.4310154852,40054.5792076247,3880.2891782276,310.419461017371
"Imo","Oru East",27095.9217707227,37228.9962436585,3606.56070038167,288.521441912298
"Imo","Oru West",28056.4020346662,38548.6677588419,3734.40393829556,298.748779923758
"Imo","Owerri Municipal",30392.2531789649,41758.0582424978,4045.31378702682,323.621273502248
"Imo","Owerri North",42758.224403485,58748.5374800147,5691.26723410954,455.295991141845
"Imo","Owerri West",24673.7462199701,33900.9985750985,3284.16077523099,262.729753097232
"Imo","Unuimo",24095.1787092988,33106.063903241,3207.15144282439,256.569079404895
"Akwa Ibom","Abak",71804.7902734047,58110.9840945054,5629.51272164833,450.346761740674
"Akwa Ibom","Eastern Obolo",30964.0054411557,25058.896778919,2427.58542822088,194.200686720896
"Akwa Ibom","Eket",89249.8603391097,72229.1255897419,6997.21038486825,559.759111286096
"Akwa Ibom","Esit Eket",32713.3142694804,26474.5970004794,2564.73165851624,205.172037839962
"Akwa Ibom","Essien Udim",99783.4050282045,80753.8304953068,7823.04280643127,625.823613700519
"Akwa Ibom","Etim Ekpo",54690.1681563797,44260.2712125506,4287.72225659517,343.006922442066
"Akwa Ibom","Etinan",87219.6707544069,70586.111046892,6838.04303613114,547.026126457238
"Akwa Ibom","Ibeno",38641.7569987676,31272.4334656378,3029.522985627,242.354166986691
"Akwa Ibom","Ibesikpo Asutan",70802.0872791288,57299.5053960785,5550.90056721102,444.057988460501
"Akwa Ibom","Ibiono Ibom",97381.4615012368,78809.9587625149,7634.72985975654,610.759054843998
"Akwa Ibom","Ika",37573.9970645953,30408.304758971,2945.81035155061,235.657368251676
"Akwa Ibom","Ikono",67986.0511664715,55020.5121822678,5330.12266283356,426.396315200942
"Akwa Ibom","Ikot Abasi",68468.8149664961,55411.2086719842,5367.97146015533,429.424123139645
"Akwa Ibom","Ikot Ekpene",73012.4742608462,59088.3521046086,5724.19543494845,457.921139033324
"Akwa Ibom","Ini",51159.5383547019,41402.9636225181,4010.92003618206,320.863445773774
"Akwa Ibom","Itu",66015.2389475471,53425.551218367,5175.61051376704,414.035734557059
"Akwa Ibom","Mbo",52754.4660320027,42693.7245388109,4135.96274733387,330.866546011907
"Akwa Ibom","Mkpat Enin",91540.7940083178,74083.1580227595,7176.82013215883,574.127436231579
"Akwa Ibom","Nsit Atai",37895.6674896385,30668.6297997125,2971.02938976608,237.674827445058
"Akwa Ibom","Nsit Ibom",55812.1422071323,45168.2749260839,4375.68529037079,350.043742389448
"Akwa Ibom","Nsit Ubium",65616.1197845321,53102.5475963876,5144.31947598123,411.53253077458
"Akwa Ibom","Obot Akara",76047.432139504,61544.5167747184,5962.13685811141,476.955850331396
"Akwa Ibom","Okobo",53053.9344854939,42936.0817195975,4159.44114567251,332.744758423081
"Akwa Ibom","Onna",63607.6158464615,51477.0830562843,4986.85228712382,398.93555443067
"Akwa Ibom","Oron",45028.1799319284,36440.9092745164,3530.22007019702,282.408665803612
"Akwa Ibom","Oruk Anam",88724.7578956604,71804.1648089488,6956.04222778136,556.465762972019
"Akwa Ibom","Udung Uko",27396.2002452513,22171.5034698923,2147.86864801401,171.824052649837
"Akwa Ibom","Ukanafun",64784.836663634,52429.7974911006,5079.14668059294,406.318872184942
"Akwa Ibom","Uruan",60497.274529511,48959.9112337696,4743.00078437907,379.428051732544
"Akwa Ibom","Urue Offong/Oruko",36524.8248275363,29559.2189118014,2863.55499737111,229.077148218045
"Akwa Ibom","Uyo",157975.288790753,127848.009294228,12385.3004036,990.792668164282
"Bayelsa","Brass",122367.884099493,95765.3905207524,9277.22899750855,742.225849908959
"Bayelsa","Ekeremor",179163.909359378,140214.091902375,13583.1768886711,1086.72374190236
"Bayelsa","Kolokuma/Opokuma",52678.9265074131,41226.6503284036,3993.81314916613,319.525513471048
"Bayelsa","Nembe",87037.9265885734,68116.0836538958,6598.71487010436,527.930996861822
"Bayelsa","Ogbia",119363.299198779,93413.9953937785,9049.43865552863,724.001455510319
"Bayelsa","Sagbama",124190.173813663,97191.5186866809,9415.38452011614,753.278999530961
"Bayelsa","Southern Ijaw",213868.493193773,167373.979876402,16214.2787816574,1297.22537328856
"Bayelsa","Yenegoa",234123.024053996,183225.222806016,17749.8607884085,1420.07980108934
"Cross River","Abi",76295.0405685107,69140.8714915219,6698.01989915978,535.865536771514
"Cross River","Akamkpa",79143.4761553309,71722.2099034645,6948.08698215536,555.871797379238
"Cross River","Akpabuyo",143934.812497931,130438.076969621,12636.1848831741,1010.93996391614
"Cross River","Bakassi",16727.4221237155,15158.8954514246,1468.51755253584,117.486654025426
"Cross River","Bekwara",55772.3476434251,50542.586942225,4896.31162857917,391.72243417466
"Cross River","Biase",88875.1024140887,80541.3037206582,7802.43643720039,624.222808007854
"Cross River","Boki",98654.308331869,89403.5156627729,8660.96295933332,692.907998936154
"Cross River","Calabar Municipal",101246.871085723,91752.9743806954,8888.5667037673,711.117112154469
"Cross River","Calabar South",97105.3260992441,87999.781151453,8524.97621969393,682.028573624233
"Cross River","Etung",42312.0621059288,38344.4694020486,3714.61934941242,297.182827394173
"Cross River","Ikom",86537.3551674445,78422.766516202,7597.20320761493,607.803415950068
"Cross River","Obanliku",57958.897306953,52524.1043274876,5088.27106719641,407.079875502341
"Cross River","Obubra",91217.0789637571,82663.6736473296,8008.04096163811,640.671904981169
"Cross River","Obudu",85356.3222979277,77352.4788376051,7493.51912012196,599.508318289033
"Cross River","Odukpani",101970.610565745,92408.8489697729,8952.10453535991,716.2003658241
"Cross River","Ogoja",90704.804634947,82199.4351690126,7963.06787265839,637.073897087909
"Cross River","Yakurr",103761.191733629,94031.5277376366,9109.30149343452,728.776684435526
"Cross River","Yala",111842.33248718,101354.901710345,9818.75313238597,785.535351779563
"Delta","Aniocha North",42244.8354865864,44826.5427647661,4342.57299092205,347.400778442262
